Session ID,Station ID,Station Location,Charging Start Time,Charging End Time,Charging Duration (mins),Energy Consumed (kWh),Vehicle Type,Battery Level Start (%),Battery Level End (%),Cost of Charging (₹/$),Payment Method,Station Type,Connector Type,User ID,Subscription Plan,Renewable Energy Source Used (%),Charging Station Rating,Charging Status,Comments/Issues
d8259076,ST0085,Miami,32:22.0,52:22.0,80,5.75,SUV,48,79,1.8,Debit Card,Fast Charger,CCS,USER3500,Annual,67,2,In Progress,Charging interrupted
867e4639,ST0033,Boston,32:22.0,05:22.0,93,23.97,Motorbike,72,100,11.94,UPI,Fast Charger,Tesla Supercharger,USER9606,Free,10,3.2,Successful,Slow charging
b393833f,ST0010,San Francisco,32:22.0,11:22.0,39,25.5,Motorbike,75,89,8.97,Cash,DC Fast Charger,CCS,USER9234,Free,0,3.4,Successful,Convenient location
780cd455,ST0048,San Francisco,32:22.0,52:22.0,20,44.1,Bus,51,76,20.42,Debit Card,DC Fast Charger,Tesla Supercharger,USER8756,Monthly,26,1,Successful,Expensive
417294ea,ST0039,San Francisco,32:22.0,31:22.0,119,15.01,Bus,23,54,5.33,Debit Card,Slow Charger,CHAdeMO,USER1471,Annual,5,3,In Progress,Charging interrupted
24a04138,ST0082,Houston,32:22.0,05:22.0,93,37.01,SUV,51,87,18.22,Cash,Fast Charger,CCS,USER1903,Pay-as-you-go,8,4,In Progress,Charging interrupted
ec1b005e,ST0005,New York,32:22.0,12:22.0,100,19.71,SUV,74,100,5.63,Wallet,Slow Charger,Tesla Supercharger,USER7714,Monthly,17,2.2,Successful,Convenient location
a4ca151c,ST0094,New York,32:22.0,26:22.0,114,37.57,Hatchback,26,42,11.75,Debit Card,Level 2 Charger,CHAdeMO,USER3954,Annual,19,1.9,Successful,Expensive
ff9f7689,ST0053,Los Angeles,32:22.0,07:22.0,35,8.4,Truck,80,100,4.07,Wallet,DC Fast Charger,CCS,USER2263,Pay-as-you-go,14,2.7,In Progress,Charging interrupted
4bb5f7cc,ST0081,Boston,32:22.0,57:22.0,85,47.18,Bus,50,72,11.32,Wallet,DC Fast Charger,Tesla Supercharger,USER6174,Free,28,4.2,Successful,Charger not working
6a90d092,ST0073,Chicago,32:22.0,58:22.0,26,22.92,SUV,65,100,5.93,Cash,Slow Charger,CHAdeMO,USER7694,Free,82,1.2,Successful,Great experience
ea823b64,ST0026,Chicago,32:22.0,07:22.0,95,29.69,Sedan,78,100,11.2,Wallet,DC Fast Charger,CCS,USER2613,Free,5,4,Failed,Charging interrupted
5508b779,ST0079,Miami,32:22.0,30:22.0,118,28.96,Bus,63,78,13.58,Wallet,Slow Charger,CCS,USER6607,Monthly,61,4.2,Failed,Charging interrupted
d9e81679,ST0070,Seattle,32:22.0,43:22.0,71,42.89,Hatchback,15,30,13.88,UPI,Slow Charger,Tesla Supercharger,USER8883,Pay-as-you-go,69,1.7,Successful,Slow charging
330e0fc8,ST0018,Seattle,32:22.0,30:22.0,118,29.93,Sedan,57,79,13.39,UPI,DC Fast Charger,CCS,USER6950,Annual,100,4.4,Failed,Charging interrupted
0263f14b,ST0007,Boston,32:22.0,24:22.0,112,19.23,Motorbike,49,70,5.36,Debit Card,Level 2 Charger,Type 2,USER7711,Annual,34,1.1,In Progress,Charging interrupted
2884c859,ST0021,Miami,32:22.0,15:22.0,103,41.29,Bus,42,79,8.9,Debit Card,DC Fast Charger,CCS,USER5579,Pay-as-you-go,67,4,In Progress,Charging interrupted
67d9e0b8,ST0037,Chicago,32:22.0,57:22.0,85,40.78,Hatchback,67,100,19.01,Wallet,Level 2 Charger,Type 2,USER3658,Free,80,3,In Progress,Charging interrupted
095da7ef,ST0046,Los Angeles,32:22.0,51:22.0,19,13.23,SUV,13,38,3.42,Cash,Level 2 Charger,CHAdeMO,USER4926,Annual,96,1.6,Successful,Slow charging
f54fdb32,ST0073,San Francisco,32:22.0,55:22.0,23,36.56,SUV,15,31,10.87,Credit Card,DC Fast Charger,Tesla Supercharger,USER6062,Free,3,3,Successful,Convenient location
b579e44f,ST0050,San Francisco,32:22.0,13:22.0,41,8.68,Motorbike,69,90,2.25,Cash,Level 2 Charger,CHAdeMO,USER6483,Annual,84,3.7,In Progress,Charging interrupted
babb7618,ST0046,Seattle,32:22.0,25:22.0,53,31.64,Sedan,27,55,9.37,Debit Card,Level 2 Charger,Tesla Supercharger,USER5579,Monthly,30,4,Failed,Charging interrupted
9ad57f4a,ST0028,Seattle,32:22.0,26:22.0,54,49.78,Hatchback,8,28,20.13,UPI,Level 2 Charger,CCS,USER3821,Pay-as-you-go,85,2.3,Failed,Charging interrupted
fbf96b47,ST0033,Boston,32:22.0,09:22.0,37,21.38,SUV,31,43,4.36,Wallet,Slow Charger,Type 2,USER5730,Pay-as-you-go,20,2.9,Successful,Slow charging
70f73784,ST0052,Boston,32:22.0,50:22.0,78,44.78,SUV,32,62,15.61,Cash,DC Fast Charger,CHAdeMO,USER8461,Annual,14,3.5,Failed,Charging interrupted
eda229a2,ST0090,Boston,32:22.0,37:22.0,65,7.38,Bus,67,92,2.95,UPI,Level 2 Charger,CCS,USER5530,Pay-as-you-go,48,1.4,Successful,Slow charging
5cfe9e09,ST0086,Miami,32:22.0,22:22.0,110,34.61,Sedan,16,49,9.22,Debit Card,DC Fast Charger,Tesla Supercharger,USER8521,Annual,94,2.7,Successful,Charger not working
c893a83b,ST0059,San Francisco,32:22.0,05:22.0,93,9.44,Bus,38,71,2.77,Wallet,Fast Charger,Tesla Supercharger,USER7848,Monthly,36,1,Successful,Expensive
9dc58f06,ST0093,Boston,32:22.0,48:22.0,76,41.36,Hatchback,11,46,18.13,UPI,Level 2 Charger,Tesla Supercharger,USER6925,Pay-as-you-go,44,4.2,In Progress,Charging interrupted
9032ae04,ST0067,San Francisco,32:22.0,08:22.0,96,46.32,Bus,57,68,22.57,Debit Card,Level 2 Charger,CCS,USER1790,Annual,71,1.6,Successful,Charger not working
042e7d49,ST0044,New York,32:22.0,34:22.0,62,48.49,Motorbike,16,36,18.32,Cash,DC Fast Charger,CCS,USER8336,Pay-as-you-go,51,2.7,Failed,Charging interrupted
db230c82,ST0055,Miami,32:22.0,12:22.0,40,43.36,Truck,58,84,14.06,Wallet,DC Fast Charger,Tesla Supercharger,USER7519,Annual,28,3.8,Failed,Charging interrupted
e9489184,ST0097,Houston,32:22.0,24:22.0,112,45.96,SUV,36,65,22.16,Credit Card,DC Fast Charger,CHAdeMO,USER8695,Monthly,54,2.4,Failed,Charging interrupted
0d794db1,ST0009,Houston,32:22.0,18:22.0,106,8.48,Bus,39,77,2.01,UPI,DC Fast Charger,CHAdeMO,USER4050,Pay-as-you-go,79,2.1,Failed,Charging interrupted
40b0deb6,ST0063,Seattle,32:22.0,42:22.0,70,18.52,Truck,26,39,8.89,Credit Card,DC Fast Charger,Type 2,USER3982,Pay-as-you-go,3,4.2,In Progress,Charging interrupted
be283a62,ST0080,Chicago,32:22.0,51:22.0,79,39.17,Bus,7,33,11.29,UPI,Level 2 Charger,Tesla Supercharger,USER9404,Free,6,1.3,Failed,Charging interrupted
538a3b7a,ST0088,Chicago,32:22.0,04:22.0,92,23.45,Truck,16,42,5.37,Wallet,Level 2 Charger,Type 2,USER4327,Free,4,4.4,In Progress,Charging interrupted
d08f3c87,ST0083,Seattle,32:22.0,07:22.0,35,17.54,SUV,36,69,7.73,Wallet,Fast Charger,Tesla Supercharger,USER9702,Annual,35,4.6,Successful,Slow charging
e8dc9247,ST0011,Boston,32:22.0,13:22.0,101,29.42,Truck,62,76,13.1,UPI,Level 2 Charger,CHAdeMO,USER2373,Pay-as-you-go,80,4.2,In Progress,Charging interrupted
df41b8b3,ST0074,New York,32:22.0,26:22.0,114,9.05,Motorbike,36,62,2.13,Wallet,Fast Charger,Type 2,USER9196,Annual,80,3.5,In Progress,Charging interrupted
8f43b95f,ST0011,New York,32:22.0,03:22.0,91,20.22,Hatchback,35,48,6.26,Wallet,Level 2 Charger,CHAdeMO,USER6828,Free,36,1.7,Successful,Charger not working
edf3d221,ST0018,Los Angeles,32:22.0,01:22.0,89,41.15,Truck,46,66,12.24,Debit Card,DC Fast Charger,CCS,USER5054,Monthly,84,3.1,Successful,Charger not working
751d3c7c,ST0017,Boston,32:22.0,56:22.0,84,21.86,Bus,51,87,9.07,Debit Card,Slow Charger,CCS,USER4770,Free,14,4,Successful,Great experience
467a8f3d,ST0077,Chicago,32:22.0,47:22.0,15,49.4,Hatchback,44,81,11.5,Wallet,Fast Charger,CHAdeMO,USER5151,Free,4,2.3,Successful,Charger not working
1cd00f3a,ST0022,Miami,32:22.0,48:22.0,16,32.23,SUV,16,51,9.3,Debit Card,Fast Charger,CCS,USER7150,Monthly,70,2.7,In Progress,Charging interrupted
3fd91042,ST0080,Los Angeles,32:22.0,58:22.0,26,18.14,SUV,20,49,7.25,Wallet,DC Fast Charger,Tesla Supercharger,USER9342,Annual,69,1.8,Successful,Great experience
a0869284,ST0080,New York,32:22.0,00:22.0,28,46.48,SUV,27,51,15.13,Credit Card,DC Fast Charger,Type 2,USER3881,Annual,92,4.2,Successful,Convenient location
a158bc5f,ST0061,Los Angeles,32:22.0,57:22.0,85,44.49,Bus,35,71,14.82,Cash,DC Fast Charger,CHAdeMO,USER8753,Monthly,81,4.1,Successful,Convenient location
dbde612c,ST0022,San Francisco,32:22.0,40:22.0,68,49.23,Bus,31,43,17.9,Cash,DC Fast Charger,CHAdeMO,USER1654,Free,44,4.8,Successful,Charger not working
2aba38a8,ST0070,Chicago,32:22.0,47:22.0,15,16.51,Hatchback,48,61,8.2,Wallet,Level 2 Charger,CCS,USER4540,Annual,93,3.8,In Progress,Charging interrupted
4facd75e,ST0073,Boston,32:22.0,23:22.0,51,45.15,Bus,47,66,15.7,Debit Card,Slow Charger,CHAdeMO,USER4233,Free,53,2.2,Successful,
4cdb87b2,ST0049,Los Angeles,32:22.0,21:22.0,49,19.62,Truck,70,92,8.71,Cash,DC Fast Charger,Tesla Supercharger,USER3616,Pay-as-you-go,32,2.5,Successful,Great experience
4610138,ST0036,Seattle,32:22.0,24:22.0,52,40.07,Truck,35,46,9.62,UPI,Slow Charger,CHAdeMO,USER2975,Free,76,4.8,Successful,Charger not working
b5260148,ST0056,Boston,32:22.0,32:22.0,120,30.5,Truck,42,59,13.74,Cash,Level 2 Charger,Tesla Supercharger,USER2397,Annual,95,2.4,In Progress,Charging interrupted
b83776ff,ST0093,Miami,32:22.0,12:22.0,40,28.76,Motorbike,14,31,6.8,Credit Card,Level 2 Charger,CHAdeMO,USER5462,Free,57,2.1,Successful,Convenient location
4b53b57e,ST0028,New York,32:22.0,42:22.0,70,18.46,Hatchback,31,63,5.46,Debit Card,DC Fast Charger,Tesla Supercharger,USER4103,Free,69,2.9,Failed,Charging interrupted
d60ed1a1,ST0080,Miami,32:22.0,23:22.0,51,42.14,Bus,62,76,11.63,UPI,DC Fast Charger,Type 2,USER4573,Pay-as-you-go,61,1.2,Failed,Charging interrupted
242dd191,ST0079,Seattle,32:22.0,15:22.0,103,20.98,Truck,40,65,4.2,Credit Card,Fast Charger,CHAdeMO,USER7130,Pay-as-you-go,76,2.9,Successful,Convenient location
73da632a,ST0045,Seattle,32:22.0,16:22.0,104,47.79,Hatchback,51,82,12.36,Wallet,DC Fast Charger,Type 2,USER8448,Pay-as-you-go,24,4.2,In Progress,Charging interrupted
753a2a81,ST0019,Los Angeles,32:22.0,02:22.0,90,37.38,Hatchback,28,40,17.12,Wallet,DC Fast Charger,CCS,USER1559,Annual,7,2.7,Failed,Charging interrupted
bf113b54,ST0021,Miami,32:22.0,18:22.0,106,19.56,Bus,7,43,6.4,Credit Card,Slow Charger,CHAdeMO,USER4797,Pay-as-you-go,83,4.1,Failed,Charging interrupted
1687e530,ST0099,Chicago,32:22.0,09:22.0,97,39.56,Hatchback,31,48,11.29,Debit Card,Level 2 Charger,Type 2,USER3584,Annual,52,2,Successful,Slow charging
9bf6f787,ST0073,Houston,32:22.0,50:22.0,18,41.88,Bus,65,92,15.14,Cash,Level 2 Charger,Tesla Supercharger,USER4324,Monthly,69,2.3,In Progress,Charging interrupted
da5549cc,ST0081,Miami,32:22.0,46:22.0,74,31.42,Hatchback,47,81,10.23,Debit Card,Fast Charger,Tesla Supercharger,USER4247,Monthly,46,4.1,Failed,Charging interrupted
a1afeb9c,ST0015,Los Angeles,32:22.0,06:22.0,94,7.97,Hatchback,17,47,3.68,Credit Card,Fast Charger,Type 2,USER2245,Pay-as-you-go,60,3.8,Failed,Charging interrupted
c8f1b30b,ST0043,Seattle,32:22.0,14:22.0,102,21.56,Bus,68,100,5.98,Debit Card,DC Fast Charger,CHAdeMO,USER5562,Pay-as-you-go,57,3.1,In Progress,Charging interrupted
de56c12d,ST0017,Los Angeles,32:22.0,04:22.0,92,30.16,Bus,62,81,8.77,Credit Card,DC Fast Charger,CHAdeMO,USER8873,Pay-as-you-go,81,3.6,Failed,Charging interrupted
2e4975d2,ST0063,Boston,32:22.0,59:22.0,87,26.99,Motorbike,47,61,7.43,UPI,Level 2 Charger,Type 2,USER9754,Annual,51,1.6,Failed,Charging interrupted
e0e12ff8,ST0066,Miami,32:22.0,19:22.0,107,31.13,Motorbike,73,86,8.19,Cash,Level 2 Charger,CCS,USER3537,Monthly,65,3.1,In Progress,Charging interrupted
bf193606,ST0064,Seattle,32:22.0,02:22.0,30,43.15,Truck,57,80,11.99,Cash,Slow Charger,Type 2,USER6585,Annual,30,1.2,In Progress,Charging interrupted
daedf2ca,ST0066,Seattle,32:22.0,23:22.0,111,18.19,SUV,8,24,6.19,Cash,Fast Charger,Tesla Supercharger,USER5603,Monthly,78,4.5,Failed,Charging interrupted
72a14d66,ST0012,New York,32:22.0,16:22.0,104,34.93,Hatchback,49,80,14.98,Wallet,Slow Charger,Type 2,USER3012,Free,5,4,In Progress,Charging interrupted
b83c3828,ST0074,Seattle,32:22.0,48:22.0,16,9.28,Bus,38,52,2.23,Debit Card,Slow Charger,CHAdeMO,USER7192,Free,64,1.2,Failed,Charging interrupted
465372fa,ST0020,Houston,32:22.0,31:22.0,119,20.74,Bus,57,93,5.97,Debit Card,DC Fast Charger,Type 2,USER1162,Free,31,2.4,Failed,Charging interrupted
955538b0,ST0035,Miami,32:22.0,22:22.0,50,8.34,Truck,19,50,2.46,Credit Card,Level 2 Charger,CCS,USER4520,Annual,20,1.8,Failed,Charging interrupted
26a7335c,ST0044,Seattle,32:22.0,10:22.0,38,6.29,Sedan,10,48,1.45,Cash,Slow Charger,Type 2,USER3900,Annual,80,2.7,Failed,Charging interrupted
82774b76,ST0020,Houston,32:22.0,25:22.0,113,47.84,Motorbike,78,100,20.83,UPI,Fast Charger,Type 2,USER2331,Pay-as-you-go,45,3.6,Successful,
a831151e,ST0036,San Francisco,32:22.0,55:22.0,83,15.75,Bus,35,60,7.41,Debit Card,Fast Charger,Type 2,USER4665,Pay-as-you-go,6,4.6,Successful,
3f0ca6ee,ST0076,New York,32:22.0,24:22.0,52,5.07,Sedan,8,29,2.09,Wallet,Fast Charger,Tesla Supercharger,USER3637,Annual,84,3.9,Successful,Slow charging
fd488169,ST0093,Chicago,32:22.0,47:22.0,75,25.35,Truck,30,49,6.77,Debit Card,DC Fast Charger,CHAdeMO,USER8109,Pay-as-you-go,91,2.3,Successful,Slow charging
2b00c701,ST0051,Houston,32:22.0,43:22.0,71,8.53,Truck,12,52,4.08,Wallet,Slow Charger,CHAdeMO,USER8611,Free,70,3.8,Failed,Charging interrupted
5b2be8fc,ST0021,Houston,32:22.0,30:22.0,118,25.62,Truck,21,56,5.4,Credit Card,Level 2 Charger,CHAdeMO,USER4608,Free,49,3.6,Failed,Charging interrupted
06213c3b,ST0061,Chicago,32:22.0,14:22.0,42,40.65,Motorbike,51,69,11.29,Debit Card,Fast Charger,Tesla Supercharger,USER1005,Pay-as-you-go,5,1.5,In Progress,Charging interrupted
c4340352,ST0026,Seattle,32:22.0,06:22.0,34,17.08,SUV,77,100,3.6,Credit Card,DC Fast Charger,CHAdeMO,USER5080,Pay-as-you-go,74,3,Failed,Charging interrupted
ef3520a6,ST0026,Miami,32:22.0,17:22.0,105,36.48,Sedan,56,76,8.7,Credit Card,Slow Charger,Type 2,USER8670,Annual,30,3.6,In Progress,Charging interrupted
cbc22a3a,ST0023,Chicago,32:22.0,14:22.0,102,48.11,Motorbike,19,47,10.62,UPI,Level 2 Charger,Type 2,USER7715,Pay-as-you-go,89,4.4,In Progress,Charging interrupted
ca83dccb,ST0005,San Francisco,32:22.0,16:22.0,44,21.6,SUV,69,85,8.57,Debit Card,Fast Charger,Tesla Supercharger,USER2805,Monthly,16,4,In Progress,Charging interrupted
465dea62,ST0084,Boston,32:22.0,35:22.0,63,14.83,Motorbike,77,100,6.81,Credit Card,Level 2 Charger,CHAdeMO,USER1964,Monthly,19,2.3,In Progress,Charging interrupted
cf5eafed,ST0004,Seattle,32:22.0,22:22.0,110,42.95,SUV,5,18,14.02,Cash,DC Fast Charger,Tesla Supercharger,USER9882,Pay-as-you-go,43,2.6,Failed,Charging interrupted
bd730869,ST0081,Los Angeles,32:22.0,53:22.0,21,33.7,Motorbike,70,97,15.3,Debit Card,DC Fast Charger,CHAdeMO,USER2389,Pay-as-you-go,99,3.7,Successful,Slow charging
f084c3d2,ST0023,Los Angeles,32:22.0,48:22.0,76,12.8,Motorbike,30,40,2.76,Debit Card,Fast Charger,CHAdeMO,USER3545,Annual,59,2.6,In Progress,Charging interrupted
3e2baef2,ST0007,Miami,32:22.0,03:22.0,31,45.96,Bus,61,78,14.06,Wallet,DC Fast Charger,CCS,USER4481,Pay-as-you-go,80,3.3,Failed,Charging interrupted
cadaacbe,ST0043,San Francisco,32:22.0,43:22.0,71,21.3,Bus,72,100,9.72,Wallet,DC Fast Charger,CHAdeMO,USER7440,Annual,55,2.7,Successful,Expensive
79f7883d,ST0039,Houston,32:22.0,41:22.0,69,28.84,Hatchback,53,89,12.9,UPI,Level 2 Charger,CCS,USER4465,Pay-as-you-go,2,2.5,In Progress,Charging interrupted
d522ac8c,ST0030,Seattle,32:22.0,46:22.0,74,32.88,Bus,40,62,9.84,Credit Card,DC Fast Charger,CHAdeMO,USER2245,Annual,69,2.4,In Progress,Charging interrupted
608f3e8d,ST0050,San Francisco,32:22.0,52:22.0,80,36.79,Truck,68,86,16.76,Wallet,Level 2 Charger,CCS,USER8729,Pay-as-you-go,68,3.7,Successful,Slow charging
6164fa43,ST0054,Chicago,32:22.0,29:22.0,117,34.18,Sedan,45,66,10.05,Wallet,Fast Charger,CHAdeMO,USER2622,Pay-as-you-go,66,3.8,Successful,Charger not working
e5d3e259,ST0011,Los Angeles,32:22.0,17:22.0,105,46.58,Motorbike,42,67,11.61,UPI,Level 2 Charger,Tesla Supercharger,USER3038,Monthly,35,4.6,Successful,
e85358db,ST0042,Miami,32:22.0,26:22.0,114,30.91,Truck,61,81,12.07,Wallet,Fast Charger,CCS,USER9084,Pay-as-you-go,56,1.2,In Progress,Charging interrupted
a2b18707,ST0062,Boston,32:22.0,50:22.0,78,40.25,SUV,30,64,9.97,Credit Card,Slow Charger,CCS,USER6376,Free,48,4.7,Successful,Expensive
319171d8,ST0072,San Francisco,32:22.0,06:22.0,34,14.12,Sedan,34,57,6.27,Debit Card,DC Fast Charger,Tesla Supercharger,USER4873,Free,43,4,Successful,Slow charging
6ef57729,ST0039,Houston,32:22.0,37:22.0,65,34.99,SUV,80,100,10.48,UPI,Level 2 Charger,Tesla Supercharger,USER1066,Monthly,43,2.5,Failed,Charging interrupted
126fb372,ST0058,Houston,32:22.0,20:22.0,48,25.38,Motorbike,40,72,12.52,UPI,Level 2 Charger,Tesla Supercharger,USER8856,Monthly,8,2.8,Successful,Expensive
e643faa3,ST0088,Miami,32:22.0,06:22.0,94,7.53,Truck,42,57,1.87,UPI,DC Fast Charger,Tesla Supercharger,USER6843,Monthly,88,2.5,Successful,Slow charging
af818524,ST0041,Houston,32:22.0,17:22.0,105,44.46,SUV,70,86,21.88,Credit Card,DC Fast Charger,CHAdeMO,USER8730,Free,60,4.1,Successful,Charger not working
20c73806,ST0069,Miami,32:22.0,17:22.0,105,38.27,Truck,78,100,13.15,Wallet,Slow Charger,CHAdeMO,USER3447,Annual,34,1,Successful,
77535992,ST0004,Seattle,32:22.0,13:22.0,101,26.98,Motorbike,67,100,12.31,Cash,DC Fast Charger,Tesla Supercharger,USER7981,Free,78,2.8,Failed,Charging interrupted
eb5cab7b,ST0094,Miami,32:22.0,53:22.0,81,46.98,Hatchback,71,100,22.1,Wallet,DC Fast Charger,CHAdeMO,USER7249,Pay-as-you-go,72,3.2,Successful,Slow charging
b096566b,ST0054,Miami,32:22.0,35:22.0,63,48.72,Motorbike,76,100,24.25,UPI,Fast Charger,Type 2,USER2607,Annual,79,4.1,Successful,
5dcb7367,ST0067,Los Angeles,32:22.0,26:22.0,114,5.15,Motorbike,75,85,1.16,Credit Card,Level 2 Charger,Type 2,USER7866,Pay-as-you-go,85,1.5,Failed,Charging interrupted
78c28345,ST0096,Chicago,32:22.0,07:22.0,35,13.98,Truck,26,46,3.21,Wallet,Level 2 Charger,Type 2,USER9490,Pay-as-you-go,23,2.7,In Progress,Charging interrupted
e81a79e1,ST0022,Chicago,32:22.0,00:22.0,88,26.5,Sedan,38,69,11.57,Credit Card,Slow Charger,Tesla Supercharger,USER5588,Free,55,4.7,In Progress,Charging interrupted
f189b813,ST0002,Chicago,32:22.0,27:22.0,115,14.79,Hatchback,71,90,6.18,Debit Card,Slow Charger,CHAdeMO,USER6193,Annual,95,1.1,Failed,Charging interrupted
c1da3f60,ST0011,San Francisco,32:22.0,02:22.0,90,13.22,Sedan,66,93,4.9,Credit Card,Slow Charger,CCS,USER8739,Pay-as-you-go,48,1.6,Failed,Charging interrupted
9c4951b8,ST0043,San Francisco,32:22.0,18:22.0,106,24.3,Sedan,43,63,8.2,Cash,Fast Charger,CCS,USER6579,Free,85,2.5,Successful,Charger not working
717458be,ST0094,Houston,32:22.0,22:22.0,50,48.06,SUV,70,100,23.03,Cash,Slow Charger,CCS,USER8399,Annual,60,2.2,Failed,Charging interrupted
1658c4b3,ST0004,New York,32:22.0,48:22.0,76,36.47,SUV,61,100,17.05,Debit Card,Slow Charger,CCS,USER7701,Pay-as-you-go,41,4.9,In Progress,Charging interrupted
4a2fc1e0,ST0096,Seattle,32:22.0,24:22.0,52,23.44,SUV,17,45,10.14,Credit Card,Slow Charger,CHAdeMO,USER7026,Free,27,4.8,Failed,Charging interrupted
c8723217,ST0004,Seattle,32:22.0,51:22.0,19,42.46,Bus,60,97,17.54,Cash,DC Fast Charger,Tesla Supercharger,USER5611,Monthly,56,4.5,Failed,Charging interrupted
3809ef23,ST0064,Boston,32:22.0,16:22.0,104,44.44,Motorbike,75,100,15.89,UPI,Fast Charger,CHAdeMO,USER1507,Free,42,1.7,Successful,
f4d4f0f3,ST0088,Houston,32:22.0,08:22.0,96,39.38,SUV,7,31,15.49,Wallet,Fast Charger,Tesla Supercharger,USER3642,Monthly,93,1,In Progress,Charging interrupted
6931fb48,ST0012,Miami,32:22.0,48:22.0,76,41.38,Hatchback,16,31,20.45,Credit Card,Level 2 Charger,CHAdeMO,USER7700,Monthly,94,1.5,In Progress,Charging interrupted
59c651f6,ST0073,Chicago,32:22.0,28:22.0,56,13.78,Sedan,26,44,4.62,UPI,DC Fast Charger,Tesla Supercharger,USER7214,Monthly,28,2.6,In Progress,Charging interrupted
3303d9d2,ST0001,Miami,32:22.0,41:22.0,69,45.49,SUV,52,66,11.88,Cash,Slow Charger,CHAdeMO,USER7686,Annual,71,2.3,Successful,Charger not working
1c95c85b,ST0091,New York,32:22.0,36:22.0,64,8.99,Motorbike,37,74,4.31,Debit Card,DC Fast Charger,Type 2,USER9882,Pay-as-you-go,10,3.8,Successful,Great experience
6a3786f7,ST0049,New York,32:22.0,24:22.0,52,26.54,SUV,24,64,7.83,Debit Card,DC Fast Charger,Type 2,USER2537,Free,55,2.7,In Progress,Charging interrupted
4294cd50,ST0034,Houston,32:22.0,04:22.0,32,48.54,Bus,47,76,19.37,Wallet,Level 2 Charger,Tesla Supercharger,USER4613,Pay-as-you-go,62,4.6,In Progress,Charging interrupted
92fc9ce4,ST0001,Boston,32:22.0,08:22.0,96,43.05,Bus,77,100,20.45,Debit Card,DC Fast Charger,CCS,USER5639,Monthly,16,2.2,In Progress,Charging interrupted
17c88892,ST0004,Seattle,32:22.0,21:22.0,109,47.71,Hatchback,56,68,22.37,Credit Card,Fast Charger,Tesla Supercharger,USER7894,Monthly,63,1.6,In Progress,Charging interrupted
4e60ab07,ST0048,Los Angeles,32:22.0,27:22.0,55,41.26,SUV,51,67,11.21,Wallet,Level 2 Charger,CCS,USER7109,Annual,31,1.8,In Progress,Charging interrupted
546a8459,ST0064,Los Angeles,32:22.0,55:22.0,83,27.32,Hatchback,35,62,11.05,Wallet,Fast Charger,Type 2,USER7140,Free,44,3.4,Failed,Charging interrupted
44645273,ST0004,Boston,32:22.0,04:22.0,32,28.16,Hatchback,40,76,13.31,Debit Card,Level 2 Charger,Type 2,USER2246,Annual,59,4.2,In Progress,Charging interrupted
5e6e2779,ST0016,Boston,32:22.0,54:22.0,82,16.51,Truck,32,71,7.32,Cash,Slow Charger,Type 2,USER2844,Pay-as-you-go,31,1.6,Failed,Charging interrupted
8c11bb81,ST0003,San Francisco,32:22.0,39:22.0,67,11.97,Truck,50,63,4.98,UPI,Level 2 Charger,Tesla Supercharger,USER3614,Free,23,2.1,In Progress,Charging interrupted
01155dff,ST0022,Houston,32:22.0,03:22.0,91,25.88,Hatchback,17,34,11.84,Credit Card,Fast Charger,CCS,USER2428,Pay-as-you-go,15,1.3,Successful,Convenient location
aac6a416,ST0042,Miami,32:22.0,00:22.0,88,23.1,Hatchback,32,71,10.25,Credit Card,Fast Charger,CHAdeMO,USER4481,Monthly,29,1.5,Failed,Charging interrupted
2b8daa1c,ST0091,San Francisco,32:22.0,13:22.0,101,16.89,Hatchback,32,56,4.6,Wallet,Level 2 Charger,CCS,USER1366,Pay-as-you-go,41,3.2,Successful,Slow charging
4d8f562c,ST0088,Seattle,32:22.0,57:22.0,85,14.32,Sedan,73,93,4.86,Cash,Fast Charger,CHAdeMO,USER3112,Monthly,5,2.3,Successful,
7b531c03,ST0001,Seattle,32:22.0,30:22.0,118,25.52,Sedan,47,71,8.86,UPI,Level 2 Charger,CCS,USER7637,Free,60,2.5,In Progress,Charging interrupted
0c71e427,ST0030,New York,32:22.0,05:22.0,33,45.24,Bus,68,98,19.2,Credit Card,Slow Charger,CCS,USER6902,Free,49,3.1,Failed,Charging interrupted
f82c8fa6,ST0009,Boston,32:22.0,24:22.0,52,7.53,Bus,21,36,1.97,Credit Card,Fast Charger,CCS,USER4695,Pay-as-you-go,37,1,Successful,Slow charging
4eefb9e0,ST0078,San Francisco,32:22.0,16:22.0,104,48.02,Bus,30,57,22.12,Wallet,Slow Charger,Tesla Supercharger,USER4839,Monthly,61,4.5,Failed,Charging interrupted
0a086293,ST0005,Los Angeles,32:22.0,26:22.0,114,12.47,Bus,47,65,3.55,Debit Card,Fast Charger,Tesla Supercharger,USER7981,Free,14,3.7,Successful,
b413e7f7,ST0037,Houston,32:22.0,21:22.0,109,10.45,SUV,42,70,3.24,Cash,Level 2 Charger,CHAdeMO,USER9606,Pay-as-you-go,73,1.6,Successful,Expensive
ff312d19,ST0016,Chicago,32:22.0,57:22.0,25,47.65,Truck,7,31,14.59,Credit Card,Fast Charger,CHAdeMO,USER8759,Annual,7,3.4,Failed,Charging interrupted
eae06f60,ST0096,New York,32:22.0,08:22.0,96,15.84,Bus,34,52,5.73,Credit Card,DC Fast Charger,CCS,USER3277,Pay-as-you-go,5,2.8,Failed,Charging interrupted
